"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"350","LN864819.1","Blautia_producta_","57","0","0","5212","97062"
"351","NZ_KX523901.1","Blautia_producta_","12","0","0","5212","97062"
"352","MT441554.1","Blautia_producta_","18","0","0","5212","97062"
"353","JN626286.1","Catenuloplanes_japonicus_","37","0","0","9539","150948"
"354","LN864819.1","Catenuloplanes_japonicus_","57","0","0","9539","150948"
"355","NZ_KX523901.1","Catenuloplanes_japonicus_","12","0","0","9539","150948"
"356","MT441554.1","Catenuloplanes_japonicus_","18","0","0","9539","150948"
"357","JN626286.1","Streptomyces_galbus_","37","0","0","8622","153227"
"358","LN864819.1","Streptomyces_galbus_","57","0","0","8622","153227"
"359","NZ_KX523901.1","Streptomyces_galbus_","12","0","0","8622","153227"
"360","MT441554.1","Streptomyces_galbus_","18","0","0","8622","153227"
"361","JN626286.1","Bifidobacterium_thermophilum_","37","0","0","1700","21892"
"362","LN864819.1","Bifidobacterium_thermophilum_","57","0","0","1700","21892"
"363","NZ_KX523901.1","Bifidobacterium_thermophilum_","12","0","0","1700","21892"
"364","MT441554.1","Bifidobacterium_thermophilum_","18","0","0","1700","21892"
"365","JN626286.1","Paracoccus_versutus_","37","59","58","4845","105603"
"366","LN864819.1","Paracoccus_versutus_","57","59","58","4845","105603"
"367","NZ_KX523901.1","Paracoccus_versutus_","12","0","0","4845","105603"
"368","MT441554.1","Paracoccus_versutus_","18","0","0","4845","105603"
"369","JN626286.1","Citrobacter_amalonaticus_","37","34","33","4851","69006"
"370","LN864819.1","Citrobacter_amalonaticus_","57","34","33","4851","69006"
"371","NZ_KX523901.1","Citrobacter_amalonaticus_","12","0","0","4851","69006"
"372","MT441554.1","Citrobacter_amalonaticus_","18","22","21","4851","69006"
"373","JN626286.1","Dactylosporangium_aurantiacum_","37","0","0","10074","197588"
"374","LN864819.1","Dactylosporangium_aurantiacum_","57","0","0","10074","197588"
"375","NZ_KX523901.1","Dactylosporangium_aurantiacum_","12","0","0","10074","197588"
"376","MT441554.1","Dactylosporangium_aurantiacum_","18","0","0","10074","197588"
"377","JN626286.1","Bifidobacterium_choerinum_","37","0","0","1672","23544"
"378","LN864819.1","Bifidobacterium_choerinum_","57","0","0","1672","23544"
"379","NZ_KX523901.1","Bifidobacterium_choerinum_","12","0","0","1672","23544"
"380","MT441554.1","Bifidobacterium_choerinum_","18","11","10","1672","23544"
"381","JN626286.1","Bacillus_thermoamylovorans_","37","120","119","3443","58103"
"382","LN864819.1","Bacillus_thermoamylovorans_","57","120","119","3443","58103"
"383","NZ_KX523901.1","Bacillus_thermoamylovorans_","12","62","61","3443","58103"
"384","MT441554.1","Bacillus_thermoamylovorans_","18","90","94","3443","58103"
"385","JN626286.1","Mycobacterium_abscessus_","37","105","107","4942","81399"
"386","LN864819.1","Mycobacterium_abscessus_","57","105","107","4942","81399"
"387","NZ_KX523901.1","Mycobacterium_abscessus_","12","77","76","4942","81399"
"388","MT441554.1","Mycobacterium_abscessus_","18","77","76","4942","81399"
"389","JN626286.1","Porphyromonas_cangingivalis_","37","0","0","1708","22290"
"390","LN864819.1","Porphyromonas_cangingivalis_","57","0","0","1708","22290"
"391","NZ_KX523901.1","Porphyromonas_cangingivalis_","12","0","0","1708","22290"
"392","MT441554.1","Porphyromonas_cangingivalis_","18","0","0","1708","22290"
"393","JN626286.1","Porphyromonas_canoris_","37","0","0","1708","23044"
"394","LN864819.1","Porphyromonas_canoris_","57","0","0","1708","23044"
"395","NZ_KX523901.1","Porphyromonas_canoris_","12","0","0","1708","23044"
"396","MT441554.1","Porphyromonas_canoris_","18","0","0","1708","23044"
"397","JN626286.1","Clostridium_algidicarnis_","37","0","0","2820","49949"
"398","LN864819.1","Clostridium_algidicarnis_","57","0","0","2820","49949"
"399","NZ_KX523901.1","Clostridium_algidicarnis_","12","0","0","2820","49949"
"400","MT441554.1","Clostridium_algidicarnis_","18","0","0","2820","49949"
"401","JN626286.1","Candidatus_Phytoplasma_mali_","37","0","0","515","11257"
"402","LN864819.1","Candidatus_Phytoplasma_mali_","57","0","0","515","11257"
"403","NZ_KX523901.1","Candidatus_Phytoplasma_mali_","12","0","0","515","11257"
"404","MT441554.1","Candidatus_Phytoplasma_mali_","18","0","0","515","11257"
"405","JN626286.1","Rhodococcus_opacus_","37","93","92","7208","145942"
"406","LN864819.1","Rhodococcus_opacus_","57","93","92","7208","145942"
"407","NZ_KX523901.1","Rhodococcus_opacus_","12","93","92","7208","145942"
"408","MT441554.1","Rhodococcus_opacus_","18","134","144","7208","145942"
"409","JN626286.1","Streptococcus_equi_subsp._zooepidemicus_","37","0","0","1880","26363"
"410","LN864819.1","Streptococcus_equi_subsp._zooepidemicus_","57","0","0","1880","26363"
"411","NZ_KX523901.1","Streptococcus_equi_subsp._zooepidemicus_","12","0","0","1880","26363"
"412","MT441554.1","Streptococcus_equi_subsp._zooepidemicus_","18","0","0","1880","26363"
"413","JN626286.1","Acinetobacter_junii_","37","0","0","3465","34074"
"414","LN864819.1","Acinetobacter_junii_","57","0","0","3465","34074"
"415","NZ_KX523901.1","Acinetobacter_junii_","12","0","0","3465","34074"
"416","MT441554.1","Acinetobacter_junii_","18","18","17","3465","34074"
"417","JN626286.1","Acinetobacter_sp._CIP-A165_","37","0","0","3379","42624"
"418","LN864819.1","Acinetobacter_sp._CIP-A165_","57","0","0","3379","42624"
"419","NZ_KX523901.1","Acinetobacter_sp._CIP-A165_","12","0","0","3379","42624"
"420","MT441554.1","Acinetobacter_sp._CIP-A165_","18","21","20","3379","42624"
"421","JN626286.1","Lentzea_albidocapillata_","37","0","0","8082","139899"
"422","LN864819.1","Lentzea_albidocapillata_","57","0","0","8082","139899"
"423","NZ_KX523901.1","Lentzea_albidocapillata_","12","0","0","8082","139899"
"424","MT441554.1","Lentzea_albidocapillata_","18","18","17","8082","139899"
"425","JN626286.1","Cyanothece_sp._PCC_8801_","37","25","24","4304","55655"
"426","LN864819.1","Cyanothece_sp._PCC_8801_","57","25","24","4304","55655"
"427","NZ_KX523901.1","Cyanothece_sp._PCC_8801_","12","0","0","4304","55655"
"428","MT441554.1","Cyanothece_sp._PCC_8801_","18","0","0","4304","55655"
"429","JN626286.1","Rubrobacter_radiotolerans_","37","20","19","3161","30884"
"430","LN864819.1","Rubrobacter_radiotolerans_","57","20","19","3161","30884"
"431","NZ_KX523901.1","Rubrobacter_radiotolerans_","12","0","0","3161","30884"
"432","MT441554.1","Rubrobacter_radiotolerans_","18","0","0","3161","30884"
"433","JN626286.1","Halomonas_salina_","37","24","23","2897","42459"
"434","LN864819.1","Halomonas_salina_","57","24","23","2897","42459"
"435","NZ_KX523901.1","Halomonas_salina_","12","0","0","2897","42459"
"436","MT441554.1","Halomonas_salina_","18","23","22","2897","42459"
"437","JN626286.1","Prauserella_rugosa_","37","0","0","4810","83878"
"438","LN864819.1","Prauserella_rugosa_","57","0","0","4810","83878"
"439","NZ_KX523901.1","Prauserella_rugosa_","12","0","0","4810","83878"
"440","MT441554.1","Prauserella_rugosa_","18","0","0","4810","83878"
"441","JN626286.1","Streptomyces_wedmorensis_","37","0","0","8186","133581"
"442","LN864819.1","Streptomyces_wedmorensis_","57","0","0","8186","133581"
"443","NZ_KX523901.1","Streptomyces_wedmorensis_","12","0","0","8186","133581"
"444","MT441554.1","Streptomyces_wedmorensis_","18","0","0","8186","133581"
"445","JN626286.1","Cyanothece_sp._ATCC_51142_","37","56","55","5239","65980"
"446","LN864819.1","Cyanothece_sp._ATCC_51142_","57","82","82","5239","65980"
"447","NZ_KX523901.1","Cyanothece_sp._ATCC_51142_","12","35","34","5239","65980"
"448","MT441554.1","Cyanothece_sp._ATCC_51142_","18","35","34","5239","65980"
"449","JN626286.1","Streptomyces_megasporus_","37","0","0","5279","81368"
"450","LN864819.1","Streptomyces_megasporus_","57","0","0","5279","81368"
"451","NZ_KX523901.1","Streptomyces_megasporus_","12","0","0","5279","81368"
"452","MT441554.1","Streptomyces_megasporus_","18","0","0","5279","81368"
"453","JN626286.1","Paenibacillus_durus_","37","28","27","4695","74414"
"454","LN864819.1","Paenibacillus_durus_","57","28","27","4695","74414"
"455","NZ_KX523901.1","Paenibacillus_durus_","12","0","0","4695","74414"
"456","MT441554.1","Paenibacillus_durus_","18","0","0","4695","74414"
"457","JN626286.1","Mycobacterium_avium_subsp._avium_","37","60","59","4438","86488"
"458","LN864819.1","Mycobacterium_avium_subsp._avium_","57","60","59","4438","86488"
"459","NZ_KX523901.1","Mycobacterium_avium_subsp._avium_","12","60","59","4438","86488"
"460","MT441554.1","Mycobacterium_avium_subsp._avium_","18","60","59","4438","86488"
"461","JN626286.1","Mycoplasma_conjunctivae_","37","36","35","697","9449"
"462","LN864819.1","Mycoplasma_conjunctivae_","57","36","35","697","9449"
"463","NZ_KX523901.1","Mycoplasma_conjunctivae_","12","0","0","697","9449"
"464","MT441554.1","Mycoplasma_conjunctivae_","18","0","0","697","9449"
"465","JN626286.1","Anabaena_sp._90_","37","41","42","4370","46846"
"466","LN864819.1","Anabaena_sp._90_","57","28","28","4370","46846"
"467","NZ_KX523901.1","Anabaena_sp._90_","12","0","0","4370","46846"
"468","MT441554.1","Anabaena_sp._90_","18","0","0","4370","46846"
"469","JN626286.1","Weissella_hellenica_","37","0","0","1879","27854"
"470","LN864819.1","Weissella_hellenica_","57","0","0","1879","27854"
"471","NZ_KX523901.1","Weissella_hellenica_","12","0","0","1879","27854"
"472","MT441554.1","Weissella_hellenica_","18","27","26","1879","27854"
"473","JN626286.1","Sphingobium_chlorophenolicum_","37","131","176","4484","67552"
"474","LN864819.1","Sphingobium_chlorophenolicum_","57","131","176","4484","67552"
"475","NZ_KX523901.1","Sphingobium_chlorophenolicum_","12","0","0","4484","67552"
"476","MT441554.1","Sphingobium_chlorophenolicum_","18","54","53","4484","67552"
"477","JN626286.1","Streptomyces_olivaceus_","37","0","0","7354","137859"
"478","LN864819.1","Streptomyces_olivaceus_","57","0","0","7354","137859"
"479","NZ_KX523901.1","Streptomyces_olivaceus_","12","0","0","7354","137859"
"480","MT441554.1","Streptomyces_olivaceus_","18","0","0","7354","137859"
"481","JN626286.1","Streptomyces_lydicus_","37","0","0","7153","78613"
"482","LN864819.1","Streptomyces_lydicus_","57","0","0","7153","78613"
"483","NZ_KX523901.1","Streptomyces_lydicus_","12","0","0","7153","78613"
"484","MT441554.1","Streptomyces_lydicus_","18","0","0","7153","78613"
"485","JN626286.1","Mycobacterium_triplex_","37","78","77","5890","133388"
"486","LN864819.1","Mycobacterium_triplex_","57","78","77","5890","133388"
"487","NZ_KX523901.1","Mycobacterium_triplex_","12","59","58","5890","133388"
"488","MT441554.1","Mycobacterium_triplex_","18","77","81","5890","133388"
"489","JN626286.1","Helicobacter_trogontum_","37","0","0","2229","28572"
"490","LN864819.1","Helicobacter_trogontum_","57","0","0","2229","28572"
"491","NZ_KX523901.1","Helicobacter_trogontum_","12","0","0","2229","28572"
"492","MT441554.1","Helicobacter_trogontum_","18","0","0","2229","28572"
"493","JN626286.1","Sulfitobacter_sp._EE-36_","37","0","0","2973","51126"
"494","LN864819.1","Sulfitobacter_sp._EE-36_","57","0","0","2973","51126"
"495","NZ_KX523901.1","Sulfitobacter_sp._EE-36_","12","0","0","2973","51126"
"496","MT441554.1","Sulfitobacter_sp._EE-36_","18","0","0","2973","51126"
"497","JN626286.1","Pectobacterium_betavasculorum_","37","31","30","4016","70774"
"498","LN864819.1","Pectobacterium_betavasculorum_","57","31","30","4016","70774"
"499","NZ_KX523901.1","Pectobacterium_betavasculorum_","12","0","0","4016","70774"
"500","MT441554.1","Pectobacterium_betavasculorum_","18","19","18","4016","70774"
"501","JN626286.1","Vibrio_anguillarum_","37","104","120","3726","64393"
"502","LN864819.1","Vibrio_anguillarum_","57","120","138","3726","64393"
"503","NZ_KX523901.1","Vibrio_anguillarum_","12","76","75","3726","64393"
"504","MT441554.1","Vibrio_anguillarum_","18","92","93","3726","64393"
"505","JN626286.1","Streptomyces_toyocaensis_","37","0","0","6315","108052"
"506","LN864819.1","Streptomyces_toyocaensis_","57","0","0","6315","108052"
"507","NZ_KX523901.1","Streptomyces_toyocaensis_","12","0","0","6315","108052"
"508","MT441554.1","Streptomyces_toyocaensis_","18","0","0","6315","108052"
"509","JN626286.1","Cylindrospermum_stagnale_PCC_7417_","37","23","22","5936","64273"
"510","LN864819.1","Cylindrospermum_stagnale_PCC_7417_","57","23","22","5936","64273"
"511","NZ_KX523901.1","Cylindrospermum_stagnale_PCC_7417_","12","0","0","5936","64273"
"512","MT441554.1","Cylindrospermum_stagnale_PCC_7417_","18","0","0","5936","64273"
"513","JN626286.1","Oscillatoria_acuminata_PCC_6304_","37","21","20","5755","65558"
"514","LN864819.1","Oscillatoria_acuminata_PCC_6304_","57","21","20","5755","65558"
"515","NZ_KX523901.1","Oscillatoria_acuminata_PCC_6304_","12","0","0","5755","65558"
"516","MT441554.1","Oscillatoria_acuminata_PCC_6304_","18","0","0","5755","65558"
"517","JN626286.1","Syntrophus_aciditrophicus_SB_","37","30","29","3180","36191"
"518","LN864819.1","Syntrophus_aciditrophicus_SB_","57","30","29","3180","36191"
"519","NZ_KX523901.1","Syntrophus_aciditrophicus_SB_","12","0","0","3180","36191"
"520","MT441554.1","Syntrophus_aciditrophicus_SB_","18","19","18","3180","36191"
"521","JN626286.1","Spirillospora_albida_","37","0","0","5477","105064"
"522","LN864819.1","Spirillospora_albida_","57","0","0","5477","105064"
"523","NZ_KX523901.1","Spirillospora_albida_","12","0","0","5477","105064"
"524","MT441554.1","Spirillospora_albida_","18","0","0","5477","105064"
"525","JN626286.1","Streptomyces_celluloflavus_","37","0","0","7124","130922"
"526","LN864819.1","Streptomyces_celluloflavus_","57","0","0","7124","130922"
"527","NZ_KX523901.1","Streptomyces_celluloflavus_","12","0","0","7124","130922"
"528","MT441554.1","Streptomyces_celluloflavus_","18","0","0","7124","130922"
"529","JN626286.1","Rickettsiella_grylli_","37","11","10","1439","20573"
"530","LN864819.1","Rickettsiella_grylli_","57","11","10","1439","20573"
"531","NZ_KX523901.1","Rickettsiella_grylli_","12","0","0","1439","20573"
"532","MT441554.1","Rickettsiella_grylli_","18","0","0","1439","20573"
"533","JN626286.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_","37","49","48","3085","33167"
"534","LN864819.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_","57","49","48","3085","33167"
"535","NZ_KX523901.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_","12","49","48","3085","33167"
"536","MT441554.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_","18","49","48","3085","33167"
"537","JN626286.1","Candidatus_Phytoplasma_australiense_","37","35","34","715","11505"
"538","LN864819.1","Candidatus_Phytoplasma_australiense_","57","35","34","715","11505"
"539","NZ_KX523901.1","Candidatus_Phytoplasma_australiense_","12","35","34","715","11505"
"540","MT441554.1","Candidatus_Phytoplasma_australiense_","18","35","34","715","11505"
"541","JN626286.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_","37","21","20","1949","22233"
"542","LN864819.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_","57","21","20","1949","22233"
"543","NZ_KX523901.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_","12","56","56","1949","22233"
"544","MT441554.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_","18","56","56","1949","22233"
"545","JN626286.1","Prochlorococcus_marinus_str._MIT_9107_","37","0","0","1963","26299"
"546","LN864819.1","Prochlorococcus_marinus_str._MIT_9107_","57","0","0","1963","26299"
"547","NZ_KX523901.1","Prochlorococcus_marinus_str._MIT_9107_","12","0","0","1963","26299"
"548","MT441554.1","Prochlorococcus_marinus_str._MIT_9107_","18","0","0","1963","26299"
"549","JN626286.1","Prochlorococcus_marinus_str._GP2_","37","0","0","1864","26470"
"550","LN864819.1","Prochlorococcus_marinus_str._GP2_","57","0","0","1864","26470"
"551","NZ_KX523901.1","Prochlorococcus_marinus_str._GP2_","12","0","0","1864","26470"
"552","MT441554.1","Prochlorococcus_marinus_str._GP2_","18","0","0","1864","26470"
"553","JN626286.1","Prochlorococcus_marinus_str._SB_","37","0","0","1911","27613"
"554","LN864819.1","Prochlorococcus_marinus_str._SB_","57","0","0","1911","27613"
"555","NZ_KX523901.1","Prochlorococcus_marinus_str._SB_","12","0","0","1911","27613"
"556","MT441554.1","Prochlorococcus_marinus_str._SB_","18","0","0","1911","27613"
"557","JN626286.1","Synechococcus_sp._WH_7805_","37","0","0","2882","39197"
"558","LN864819.1","Synechococcus_sp._WH_7805_","57","0","0","2882","39197"
"559","NZ_KX523901.1","Synechococcus_sp._WH_7805_","12","0","0","2882","39197"
"560","MT441554.1","Synechococcus_sp._WH_7805_","18","0","0","2882","39197"
"561","JN626286.1","Lactobacillus_paraplantarum_","37","0","0","2708","25337"
"562","LN864819.1","Lactobacillus_paraplantarum_","57","0","0","2708","25337"
"563","NZ_KX523901.1","Lactobacillus_paraplantarum_","12","0","0","2708","25337"
"564","MT441554.1","Lactobacillus_paraplantarum_","18","24","23","2708","25337"
"565","JN626286.1","Pluralibacter_gergoviae_","37","45","44","4692","75964"
"566","LN864819.1","Pluralibacter_gergoviae_","57","45","44","4692","75964"
"567","NZ_KX523901.1","Pluralibacter_gergoviae_","12","0","0","4692","75964"
"568","MT441554.1","Pluralibacter_gergoviae_","18","23","22","4692","75964"
"569","JN626286.1","Azoarcus_sp._BH72_","37","156","162","3992","59102"
"570","LN864819.1","Azoarcus_sp._BH72_","57","147","153","3992","59102"
"571","NZ_KX523901.1","Azoarcus_sp._BH72_","12","80","78","3992","59102"
"572","MT441554.1","Azoarcus_sp._BH72_","18","110","109","3992","59102"
"573","JN626286.1","Acinetobacter_sp._ADP1_","37","88","88","3284","61320"
"574","LN864819.1","Acinetobacter_sp._ADP1_","57","88","88","3284","61320"
"575","NZ_KX523901.1","Acinetobacter_sp._ADP1_","12","75","79","3284","61320"
"576","MT441554.1","Acinetobacter_sp._ADP1_","18","97","109","3284","61320"
"577","JN626286.1","Nostoc_punctiforme_PCC_73102_","37","27","26","6149","81472"
"578","LN864819.1","Nostoc_punctiforme_PCC_73102_","57","27","26","6149","81472"
